0.48	0.266214	1.15321
0.504	0.280344	1.156
0.528	0.294614	1.15843
0.552	0.309018	1.1605
0.576	0.323545	1.16219
0.6	0.338189	1.16352
0.624	0.352941	1.16449
0.648	0.367791	1.16508
0.672	0.382732	1.16531
0.696	0.397755	1.16517
0.72	0.412851	1.16466
0.744	0.428012	1.16378
0.768	0.443228	1.16253
0.792	0.458492	1.16092
0.816	0.473794	1.15893
0.84	0.489126	1.15659
0.864	0.504478	1.15388
0.888	0.519842	1.15081
0.912	0.535209	1.14737
0.936	0.55057	1.14358
0.96	0.565917	1.13944
0.984	0.581239	1.13494
1.008	0.59653	1.13008
1.032	0.611779	1.12488
1.056	0.626978	1.11934
1.08	0.642119	1.11345
1.104	0.657192	1.10722
1.128	0.672189	1.10066
1.152	0.687101	1.09376
1.176	0.70192	1.08654
1.2	0.716637	1.07899
1.224	0.731243	1.07113
1.248	0.745731	1.06295
1.272	0.760092	1.05446
1.296	0.774317	1.04567
1.32	0.788398	1.03657
1.344	0.802328	1.02719
1.368	0.816098	1.01751
1.392	0.829701	1.00755
1.416	0.843128	0.997307
1.44	0.856371	0.986795
1.464	0.869424	0.976018
1.488	0.882279	0.964981
1.512	0.894928	0.95369
1.536	0.907363	0.942153
1.56	0.919579	0.930375
1.584	0.918363	0.931567
1.608	0.906126	0.943321
1.632	0.893668	0.954834
1.656	0.880999	0.966099
1.68	0.868124	0.977111
1.704	0.855052	0.987862
1.728	0.841789	0.998346
1.752	0.828344	1.00856
1.776	0.814725	1.01849
1.8	0.800938	1.02814
1.824	0.786993	1.0375
1.848	0.772896	1.04656
1.872	0.758657	1.05533
1.896	0.744283	1.06379
1.92	0.729783	1.07193
1.944	0.715165	1.07977
1.968	0.700438	1.08728
1.992	0.685609	1.09447
2.016	0.670688	1.10133
2.04	0.655683	1.10786
2.064	0.640603	1.11405
2.088	0.625456	1.11991
2.112	0.610252	1.12542
2.136	0.594998	1.13059
2.16	0.579704	1.1354
2.184	0.564378	1.13987
2.208	0.54903	1.14398
2.232	0.533668	1.14774
2.256	0.518301	1.15113
2.28	0.502937	1.15417
2.304	0.487587	1.15684
2.328	0.472258	1.15915
2.352	0.456959	1.16109
2.376	0.4417	1.16267
